Hotel Name,Hotel Class,Hotel Rating,Hotel Quality,Location,Cleanliness,Service,User Name,Review Title,Review Text,Date of Stay,User Rating,Review Likes,Trip Type,Value,Location,Cleanliness,Service,Rooms,Sleep Quality
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,Nagarjuna K,Wonderful Stay,"Staying here from more than 1 month, Always felt like home with all the facilities. Service being provided by MD & Gregrio is excellent. They are helping us in all the required things. All our issues (you hardly get) will be addressed immediately. Other advantages you would get is Tube station, Bus station, Shopping Complex (Westfield) are just 2-3 mins walk away. I would like to stay again here and definetely recommend others to stay.",March 2016,5.0,1,Traveled on business,5.0,5.0,-1,5.0,-1,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,Gaurav G,Great place to stay,Stay here for 3 weeks . Always feel like home. Very good and cheerful staff. I would say that it is my excellent stay in London. Breakfast is plentiful and varied and the managers evening on a Tues - Thurs night is also great. M D is very cheerful and supportive staff.He went out of way to ensure guests are comfortable,March 2016,5.0,2,Traveled on business,-1,-1,-1,-1,-1,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,munishmittal29,Great place to stay,Stay here for 2 months. Always feel like home. Very good and cheerful staff. I would say that it is my excellent stay in London. Breakfast is plentiful and varied and the managers evening on a Tues - Thurs night is also great. M D is very cheerful and supportive staff.,February 2016,5.0,1,Traveled on business,5.0,-1,-1,5.0,5.0,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,mrjoesaysstuff,"Great friendly staff, clean well appointed rooms","This is great for a short break if going to Olympic park or excel arena or a shopping break as its right in the Westfield shopping complex. Despite the location, it's not noisy at all.The bar facilities are minimal, but you can use the 'proper' bar and dining set up in the adjacent holiday inn, and yes, you can recharge directly from there back to the staybridge as they are both iHG owned.The international staff are really friendly and professional. In particular MD, Gregor and Georginia who really do make you feel like they're glad to see you and that you're a guest not just a customer.",April 2016,5.0,14,Traveled on business,-1,-1,-1,-1,-1,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,iah11,"Kind, Welcoming and Hospitable Staff & Nice Hotel","The rooms are clean and spacious with its own fitted kitchen and a nice bathroom. This is made even better with its location, right next to Westfield Mall and the Stratford tube station if you want to explore other parts of London.Most of the time, no matter how nice a hotel is - the service is what makes or breaks it and this hotel's service definitely made my trip to London comfortable, worry-free and convenient. The staff, like MD, are always eager to help and approaching them is so easy as they have a very friendly vibe. You can see that they want to make your stay as good as possible.I definitely recommend and will book this hotel again if I come back to London",March 2016,5.0,4,Traveled with family,-1,4.0,-1,5.0,-1,5.0
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,lovesunshine85,Great place to stay and friendly staff,Stayed here for 3 nights due to attending an event at Excel (20min journey to the centre). First impressions couldn't have been better with friendly and informative staff and the added bonus of chocolate. The room / apartment was lovely and had everything we needed while we were away. Breakfast was plentiful and varied and the managers evening on a Tues - Thurs night was also great and just what we needed. Overall I would stay here again if I need accommodation in the area and would recommend to anyone.,January 2016,5.0,92,Traveled on business,5.0,5.0,-1,5.0,-1,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,cribb327,Fantastic Stay,We had a fantastic stay in this excellent hotel. It did indeed feel like a home from home. MD made us feel so welcome on Good Friday and the bunny ears were just brilliant lol!!Our room was superb and very quiet. Breakfast was excellent - really nothing we could fault.,March 2016,5.0,1,Traveled as a couple,-1,5.0,-1,5.0,5.0,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,mbt221,5* experience,"Stayed here 2 weeks during a business trip to London.The en-suite was impeccable clean and well-equipped. The Wi-Fi signal was pretty good and I could work from my room as well. The electrical iron was very efficient and suited my needs; and there was even a cork-screw in the kitchenette (despite the fact I had some trouble finding it). The breakfast was fresh every time, and on a sunny day the view from the breakfast hallway is great!I have found the reception to be very responsive.Upon check-out, running late and discovering I had lost my boarding pass, the manager, Georgiana, even offered to print a copy for me! Excellent client service, with very friendly, helpful and quick-witted staff.I will definitely come back again!",November 2015,5.0,1,Traveled on business,4.0,-1,-1,5.0,-1,5.0
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,Nicole H,Amazing Hotel,"I recently stayed at the Staybridge Suites and was absolutely blown away with how nice everything and everyone was! I arrived later than my party who were also staying at the hotel to be greeted by i believe her name was Amanda who couldn't do enough to ensure i had the best stay and everything i needed. I stayed in a room on the 8th floor using the lift to get to and from floor levels was a breeze. I opened the door to my room and couldn't believe my eyes - it was like a mini home! The view was amazing ( i could see the O2 arena from my window). The shower is by far the best hotel shower i have ever used and would highly recommend using it! I unfortunately didn't get to make use of the Westfields shopping facility a stone throw away from the hotel but would definitely recommend this to anyone looking to shop, to visit the Olympic park or as a resting point after a day out in London - the tube station is a short 5 minute walk away. Overall i don't have a single bad word to say and look forward to hopefully visiting again!",March 2016,5.0,22,Traveled on business,-1,-1,-1,-1,-1,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,Woosterpuss,"Couldn't fault this ""hotel""","Although no ""boutique"" hotel (& it doesn't claim to be) the Staybridge has a lot going for it. Top of the list it is immaculately clean, the location is very convenient for the  over and underground train network, ample easy to access parking, next door to the Olympic park, and part of the Westfield shopping complex. What's not to like. Checking in was quick, straightforward and very friendly, and the request for two independent reservations to be situated close together fulfilled.Breakfast self service with a good choice and ample supplies. The suites have facilities to self cater, and there is a laundry and small fitness centre.I thought it was really good value given the location and amenities, was very pleased with the accommodation, and cannot wait for the next shopping trip!",March 2016,4.0,154,Traveled with friends,5.0,5.0,-1,5.0,-1,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,PJMRAM,Great Time in London,"We had a great time when we stayed here over the weekend. My wife and I stayed in a studio suite. The suite was a good size, clean and well equipped.  It was very well located, right next to the Westfied Shopping Centre, the Olympic Park and the Stratford Rail Station, which has Overland trains, as well as the Jubilee and Central lines as well as the DLR. This made it very easy to travel all around London. There was plenty of parking and it was reasonably priced at the Westfield Centre. Staff were very nice and friendly and the buffet breakfast was fresh and quite reasonable to say that it was included in the price. Would definitely stay here again.",March 2016,5.0,5,Traveled as a couple,4.0,5.0,-1,5.0,-1,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,ilflouise,Kitchen in hotel room great addition to already outstanding facilities.,"Had a really enjoyable stay at the Staybridge Suites in Stratford. Recommended this from family members who have stayed in the Liverpool one - the added bonus of the rooms is the kitchenette facilities! Use of a hob, microwave oven, dishwasher, and a Nespresso machine made the stay feel extra homely! Great views looking out over Stratford and the Westfield shopping centre, especially on the top floor reception and breakfast area. Free breakfast is also a positive, which was enjoyable to fuel up for a day of shopping around Westfield. This hotel is in a great location, whether you want to remain in Westfield or get on the Central line to the main attractions of London central. Friendly staff and great amenities, will be returning!",March 2016,4.0,201,Traveled as a couple,-1,-1,5.0,4.0,4.0,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,Redpec,Excellent place to stay,"We have stayed at the Staybridge at Stratford before and have found it great for both local and central London requirements.  The Staybridge could do a few things better, when compared to others, the minor fact that they don't offer towelling robes is one, minor, but at the same price if you stay in a Holiday Inn, you'd have one and there part of the same group.As for its position, comfort and services provided it is good and worth a visit",March 2016,4.0,52,not mentioned,-1,-1,-1,-1,-1,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,littletraveller85,Great location,"We have stayed in this hotel twice now. Rooms are clean and the kitchen is well equipped. Staff are friendly. Location is excellent, within walking distance to the underground station. Breakfast is good although they seem to stop refilling items that have run out about half an hour before they close. They should have enough food to replenish up until closing time. Many items we requested had run out. I do not feel it is acceptable to have a ""wind down"" for half an hour. Would stay here again. Recommended.",February 2016,4.0,323,Traveled as a couple,-1,-1,-1,-1,-1,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,MissVOnTour,Love this place!,"This is my third visit to Staybridge Suites in Stratford and I can honestly say, each stay gets better. Easily found from Stratford stations and on the edge of Westfield shopping centre, its location is perfect for either a shopping break, a trip to central London, or a visit to the O2 arena. The suites have a small kitchen unit, with fridge, microwave, hob and sink, with cutlery and crockery for a couple of guests. It's modern contemporary in its style, and super clean. There is a small gym on site but sadly no treadmill.  You can however use the gym at the Holiday Inn in the same building. There is a laundry area and some nice relaxing areas to go read a book or the paper with a coffee.  Breakfast is one of the best I have had at any London hotel, with a range of hot and cold options - and not with the tiny glasses for juice and tiny cups for tea and coffee! The staff are wonderful, incredibly welcoming and friendly. Just book! You really won't regret it!",March 2016,4.0,449,Traveled as a couple,-1,-1,-1,-1,-1,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,Philip C,Just the best place to stay,My wife and I have stayed here twice now when visiting the o2 for a concert. The hotel is in an excellent location for both the o2 and the Olympic Park. The staff are brilliant especially Nicolas and Stephan who will attend to your every need and the rooms are just the best. I am not the sort of person who normally writes reviews but in this case these guys deserve some credit for what they do. I recommend this hotel.,March 2016,5.0,12,Traveled as a couple,-1,5.0,-1,5.0,5.0,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,Yann L,Excellent,"Ideally located when you have business to attend to around Westfield / Olympic park (6 minutes by train from St Pancras).The flat I stayed in was clean, well equipped (full kitchen stuff), modern and quiet. (free) wifi was correct.One weak point in my stay was the breakfast, untasty and greasy (and restricted choice). Staff very friendly and helpful.I highly recommend.",March 2016,5.0,150,Traveled on business,-1,5.0,-1,4.0,-1,5.0
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,Moosekeeper,Home from home,"We stayed at this hotel during Christmas and not only was it perfect for the 'Sales' but it's great for London, places to eat.The team are so helpful and friendly it's a pleasure to to be there.It truly is a home from home.",December 2015,5.0,84,Traveled as a couple,4.0,-1,-1,5.0,5.0,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,barnaby32,An excellent hotel which feels like home,"Stayed at this Staybridge Suite when visiting London Excel for the Motorbike Show with my son.  Normally when we visit London we stay in a central location however this is definitely a hotel we plan to visit again due to it's close proximity to Olympic park, Westfield shopping centre (to keep my wife happy) and transport links.Once we arrived we were welcomed by 2 members of staff who were happy to assist in selecting a nice room for us as we were keen to have a nice view of the park and also London.  The room was first class with it's own kitchen.  As we only stayed 1 night we did not have a great need for the kitchen however after a busy day at the show we stopped off at the local m&s food next door to grab some food to take ""home"" just to try it out!  Having a good fridge which works well is a welcome change for a hotel.The breakfast buffet in the morning is also first rate along with the views.The lift takes a bit of getting used to as you have to use your card, just ask how to use it at reception to avoid going down to the basement each time 😀 - it is for security to avoid just anyone getting to the rooms.We took the opportunity to visit the Olympic swimming pool and Velodrome which were brilliant with free entry to both we were lucky enough to catch a swimming competition and watch some amateur cyclists have a go.  The park is very large so we also took the opportunity to try out the recently installed ""boris bikes"" which are only £2 to hire for 24hrs providing these are docked within time limits.I would recommend this hotel to anyone wanting a home away from home, as an HRG member it was also a bonus to learn I'd earned some points during my stay which I hope to put to good use with a return visit.5 stars",February 2016,5.0,26,Traveled with family,-1,-1,-1,-1,-1,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,Tarun G,Wonderful place to stay,This is an amazing place to live right in middle of westfield Mall with extremely efficient staff.I love the social evening concept of engaging people and allowing visitors to get their friends and have their own get together's if they need one. I like the hostpitality and ambience which give me a feeling of home. Special thanks to all the supporting staff for making my trip a memorable one.,March 2016,5.0,9,Traveled on business,4.0,-1,-1,5.0,4.0,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,Sarah J,Home 'Suite' Home,"After suffering a flood in our flat over Christmas, my husband and I checked into Staybridge Suites in January 2016 and are still here 2 months later! It really has become a home from home for us. The room is spacious and the in-room kitchenette and communal laundry room provide the perfect facilities for a long term stay. The breakfast selection has something for everyone, and the socials on Tues - Thurs evenings are great.But above all, it is the staff that make a stay here extra special. They are without doubt the best team I have ever come across at a hotel and all appear to genuinely love working here which is a credit to how the hotel is run. No matter what time of day, you are greeted with a warm smile and a friendly face. They go out of their way to make you feel at home, and whether you are here for 2 days or 2 months they will do whatever they can to help make your stay perfect. I had not heard of this hotel 2 months ago, but it now comes top of my recommendation list for anybody looking for accommodation in London.",January 2016,5.0,6,Traveled as a couple,-1,5.0,-1,5.0,5.0,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,Ladygolfer31,Excellent stay,"Great place to stay with easy access to central London.  Staff really helpful and friendly, especially on checking in and out.  Suites are spacious, quiet and the complimentary breakfast a bonus.  Plenty of room to relax on the 12th floor. Can definitely recommend.",March 2016,5.0,35,Traveled as a couple,-1,-1,-1,-1,-1,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,Pedro Reis,Wonderful suite hotel.,"This suite hotel is perfect. The conditions are great and the price is good.The staff is really nice and they are always happy to help you.Location is really nice, there are a lot a transportation nearby. Also the Westfield is just in from of it.I really recommend this hotel to everyone.",February 2016,5.0,1,Traveled on business,-1,5.0,-1,5.0,5.0,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,Vicky C,Amazing place. Such a great concept. Would definitely return.,"Stayed here for one night whilst in London on business.A really quality hotel but a very relaxed feeling. The staff were exceptional. Food at breakfast was great. Used the gym, which was good and had amazing views. In fact the views were amazing all round. Location perfect for public transport, shops and restaurants.Sadly I didn't make use of the kitchen facilities whilst there, but if I were to come back (I most probably will), I would for sure use all facilities and think the concept is great. All round great place for business and leisure!",February 2016,5.0,22,Traveled on business,-1,-1,-1,-1,-1,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,David A,Good position for Central London,Although the hotel is on the Eastern side of London it has great Underground and Overground connections to Central London. The accommodation is of a high standard. Nice sized public rooms and good breakfast. Plenty of restaurants in nearby Westfield Shopping Centre. For Business or Leisure stays you can't really go wrong with this hotel.,February 2016,4.0,150,Traveled as a couple,-1,4.0,-1,4.0,4.0,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,Bri77_UK,Lovely Suite Hotel,"I decided to stay here last minute as I wanted to be at an event in Docklands early the next day, and booked using IHG Reward Club points as I'm a member.Apart from the topsy-turvy layout of the hotel (reception, lounge and breakfast area are on the top floor) everything was as I would have expected and more.The staff were very friendly, the room and integral kitchen were clean and pleasant, the bed was comfortable and the breakfast was very good, with a great view.Parking is in the Westfield Shopping Centre Car Park (B). There are no dedicated spaces, but park near signs for the Casino. The correct pedestrian exit has the hotel logo on it. Price isn't bad at all (for London). Stratford is something of an East London public transport hub, thanks to the Olympics, so it is easy to get anywhere from there.Overall, I would thoroughly recommend this hotel.",February 2016,5.0,44,Traveled solo,-1,-1,-1,-1,-1,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,Grace T,leisure stay during half term,"That was the 2nd time I stayed in this hotel with my daughter who had her school half term holidays. I stayed for 9 nights. That was the longest stay I had in one single hotel, and obviously I was happy with the stay. The staff was smart and friendly, especially Guilia who helped me to check in with warm greetings and arrangement of my extended stay. Also Steven was helpful to answer my queries about payment of the room charges. The other hotel staff was also efficient to provide anything I needed in the room or during breakfast time.Room was clean and tidy. The furnitures and equipment inside the room were well-maintained. The housekeeping staff managed to check every details in the room during the daily cleaning. I was pleased for their housekeeping work.Although the shopping mall downstairs (Westfields) was always crowded with people, Staybridge is quiet and we were not disturbed particularly when my daughter needed to finish her school work and did some revision for her coming exams. We felt like a retreat and homely during our stay.",February 2016,5.0,3,Traveled with family,5.0,-1,-1,5.0,-1,5.0
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,wambo8,I wish all hotels were like this,"I absolutely love this hotel! We have stayed here twice now and I can not wait to go back. The staff is friendly, but not cheesy friendly, just really nice. There is a small shop where you can buy food and drinks at decent prices. The room is lovely, you can do your laundry for free. Breakfast is always included and you can go several times (easy for us as we have a todler and this way one of us can go back and have a quiet breakfast) or you can just grab what you like and take it back to your room. If the shopping center is getting a bit busy for you, you can always pop back to the lounge during the day and have another coffee (and some pastries if you are lucky). Fantastic place!",February 2016,5.0,31,Traveled with family,-1,-1,5.0,5.0,5.0,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,Charlotte B,Lovely apartment with brilliant staff,"We stayed in this apartment for work, the apartment was spacious, had everything you need and was lovely and clean. The bed was also very comfy! The staff are very very friendly and helpful and the breakfast was lovely with a great selection available!",February 2016,5.0,103,Traveled on business,-1,-1,-1,5.0,5.0,5.0
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,Enseada,Five star experience,My daughter and I needed a very last minute booking and certainly chose the right place.  From walking into the main reception to checking out the following morning everything was fantastic.  We were upgraded to a deluxe room with super king size bed without asking and the room was amazing and very clean.  Breakfast was also all we could ask for.  The location is great for shopping.  Staff were friendly and polite.  Definitely a five star experience and we would love to return.,February 2016,5.0,125,Traveled with family,5.0,5.0,-1,5.0,-1,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,Trina O,Shopping,"Room and facilities were excellent. Staff were polite, friendly and smiling.  Breakfast was free and had a wide variety of cereals, breads, fruit etc as well as a cooked choice.  Would definitely recommend staying as the bed was very comfortable and it was 'home from home' with a cosy sitting room and a very well equipped kitchen which included a dishwasher and large fridge. I slept well as the rooms are efficiently soundproofed. My view was Stratford city and behind it London's skyline.",February 2016,5.0,34,not mentioned,-1,-1,-1,-1,-1,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,Andy F,Lovely place to stay with great staff,Stayed here in jan. Its a lovely place to stay more like an apartment than a room it was very clean and very mordern and the staff was very pleasent and very helpful breakfast was included in the price and there was lots to choose from. Its right in the middle of the westfields shopping center so plenty to do day and night and just a short walk to the hotel. Was impressed with the pictures around the hotel that showed london back in the old days a very nice touch. Would highly recommend this hotel and would stay in there again,January 2016,5.0,39,Traveled as a couple,4.0,-1,-1,5.0,5.0,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,hallveronica,Third time here,Stayed three times at this hotel. The rooms are very nice clean and all you could want for a short stay. The holel is in a shopping mall and i am sorry to say shopping took most of my time. The breakfast was nice and plenty of choice even for the fussy people like me. The staff are polite and welcoming. So if your looking for a relaxing stay not far from centre look no further.,February 2016,5.0,20,Traveled as a couple,-1,-1,-1,-1,-1,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,examark,The jewel of the IHG group,"For me, the Staybridge Suites are the jewel in the IHG crown. Whilst I know some of the other hotels, Hotel Indigo's rooms for example are stunning, Staybridge just hits the right mark everywhere.From the genuinely friendly team at the front of house, and little things such as the ""Guest of the day"" promotions. The 7-8 social hours, with free drinks and nibbles Tuesday to Thursday, the brilliant (and inclusive) ""Pantry"" breakfasts, and of course the rooms, especially the one bedroom ones are spaces, comfortable and have everything you could need.For me and my company, the Staybridge Suites (in Stratford) have become our London home from home. If we are anywhere near the East side of London (and sometimes if we are not) then that is where we will stay. So if you are in any doubt whether the Staybridge Suites should be considered for your stay, don't. In simple terms, they are brilliant, and most importantly (especially for London) affordable.",February 2016,5.0,55,Traveled on business,-1,5.0,5.0,5.0,-1,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,BlueyC,Excellent Customer Service,"Great Hotel, location is a shoppers haven, but most of all staff delivered warm welcome and customer service to the highest standard! A BIG Thank You to Amelia and Natalija which both were exceptionally helpful and really showed they care!",February 2016,5.0,13,Traveled with family,-1,-1,-1,-1,-1,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,Tania45,Valentine weekend,"We're just back from Stratford and staying at the staybridge, great hotel room was like a little mini apartment  trendy decor lovely and clean everything you need, complimentary breakfast each morning which was as nice, staff were very polite and always had a smile, the staybridge is fantastic for Westfields shopping centre also easy access to London via tube/train.. We actually followed someone's advice on here to get to car park and hotel and I'm glad we did as it would of been difficult if not, car park is £9:50 for 24 hrs which is great for London but if you join the Aspers casino ( which is free) which is more or less opp hotel you get free 24 hour parking.. We paid £9:50 for whole weekend 👍🏼, a great weekend away and will def be staying again .... Happy Valentine's Day ❤️",February 2016,4.0,142,Traveled as a couple,-1,-1,-1,-1,-1,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,PJholiday,Unexpected pleasure,"My wife and I, accompanied by another couple of friends, stayed at the Staybridge Suites in Westfield Stratford recently.  My wife and I were there for two nights and our friends just for one.  From the moment we got to reception the staff could not have been friendlier or more helpful.  They were very courteous and professional.  We got checked in within minutes and informed that breakfast is included with the stay, where the restaurant was and anything else that we needed to know.  We then got directed to our room.The room is very clean with a small kitchen area (which contains a microwave, hob, oven etc. a kitchen away from home), and a large bathroom (for a budget hotel).  The room itself was much better than I was expecting from a hotel in this price bracket, which was a nice surprise.  The room was comfortable, as was the bed, and the shower was huge with actual water pressure, rather than the usual trickle you get from most budget hotels.You had an option (which you were given at check in) whether you wanted maid service each day during your stay (which is also included in the price).The breakfast area is on the top floor (12th) where reception is, so you do get some views of the area.  In the distance you can see Canary Wharf and the City towers, but unfortunately much of Stratford is under construction, so other than Olympic park/stadium, there is not too much to see.  The views at night are much better as it masks the construction and the skyline al lit up looks impressive.  With regards to the construction I mentioned, I will say that although it is going on, it in no way impedes your stay and you certainly can’t hear it from the hotel.The hotel is a short journey on the underground/DLR to various places around London and very handy for Westfield shopping, restaurants, bars or even the casino, if the mood takes you.  The commute from Stratford to Oxford street (which is fairly central) is only about 15 mins on the Central Line, so the location is very useful.  Another way to go, (which is what we did), is to head from Stratford to Royal Albert Dock, from there you can get the Emirates Air Line cable car over the river to the O2 Arena, and from just around the corner from there you can hop on the Thames Clipper which will take you up the river.  Nicer views than the underground even though it is a longer journey (I think in total the journey took us about an hour from when we left the hotel until we got to London Bridge).  You are also able to use Oyster cards on both the Air Line and the Clipper, so very handy.All in all, I would recommend the hotel.  It is very nice, very handy and very inexpensive for a London based hotel.  Two thumbs up!",January 2016,5.0,62,Traveled with friends,-1,4.0,-1,5.0,4.0,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,HonestOpinion1302,"Very good hotel, great location and excellent service","Stayed here recently for 2 nights and it's a lovely hotel although have to confess I prefer the Holiday Inn downstairs (Superior Breakfast), both owned by the same people though so not to worry.... Check-in was efficient and friendly and the room was very nice with views over central London and the Olympic Park. Breakfast was very nice although not quite up to the HI below (hence we sweet talked the Holiday Inn and had Breakfast there the second morning). Great location and this would be my first choice whenever going to the O2 or surrounding areas.",February 2016,5.0,28,not mentioned,-1,-1,-1,-1,-1,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,Louise582,A Great Week in London,"Staybridge Suites London- Stratford City was recommended by my sons' university.  It was a perfect choice and location.  The services was fabulous! Everyone (Stephen, Georgiana, Natalija, and Amelia) was so helpful and courteous.  The room was comfortable, clean and quiet.  Very important features in a hotel.  The hotel is at the end of Stratford CIty Mall / Westfield Mall.  Throughout my week, I always felt good / safe returning at night by myself and was always greeted by the concierge. The breakfast was a complete meal and the Tuesday - Thursday evening 'wine and cheese' events were practically a meal as well.  The entire staff was friendly and made me feel 'right at home'.  Stephen gave wonderful suggestions for day excursions. Natalia helped me identify a church to attend.  I would highly recommend this hotel.",February 2016,5.0,1,Traveled solo,-1,5.0,5.0,5.0,-1,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,Sherman C,Excellent hotel at a good price,"First of all, you can't beat the view of the olympics park looking out from the 12th floor of the hotel.  Second, the free breakfast is better than most Holiday Inn Express or Hampton Inn in the US.  It is nice that they vary the food and the mini chocolate croissant is excellent.  Third, the place is very conveniently located. The mall next to it has a varieties of restaurants depending on what you want to eat and how much you want to pay for.  The tube and the light rail is right there.  You can get into the center of London in about 15 minutes.  Last but no least, the staff are extremely friendly and helpful.  We contacted them before arriving into London for transportation and it was there at the time we agreed upon. The fee was pre-negotiated so there is no surprises.  It was pretty easy for to arrange for transport back to the airport also.  And if you want to be cheap, you can ride the tube.  There are quite a few stations with elevators so you don't have to lug your luggages up and down the stairs.  All and all, we will book this place again.  Oh yea, the free laundry is nice also if you are staying for a while.",August 2015,5.0,40,Traveled as a couple,-1,-1,-1,-1,-1,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,Dave S,Decent,"I like to cover off what wasn't spot on after a very friendly and welcoming reception check in on the 12th floor.Shower door fitting fell off.  No bath.Wifi kept demanding name and room number.Desk chair is too low for work area.Noisy ticking clock (although this highlights effective soundproofing).Coffee on tap 24/7 in the breakfast area.Comfortable bed in a spacious room.Manager reception Tue-Thu 7pm to 8pm pleasant with free nibbles and drinks.  Saved buying a starter when I nipped out for food afterwards.  No restaurant in hotel but plenty nearby.  Microwaveable snacks available in reception and the room had hob and microwave as well as a big fridge with ice box.  Kettle, toaster and dishwasher too.Numerous tv channels in many languages.  No premium sport channels.  Wifi good for emails, but need to pay a premium for streaming.Breakfast 6.30am to 9.30am was a step up from a basic Holiday Inn Express offering, with sausages, beans, sautéed potatoes (luke warm) but not a traditional full English.  Good range of pastries, breads, yoghurt, fruits and cereals.  Doggie bag option if you wanted to grab and go.I wouldn't be quite as gushing as some.  But I do like this place.",February 2016,4.0,44,Traveled on business,-1,-1,4.0,5.0,4.0,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,top1000,Nice Stay !,"I made a reservation on the IHG site and found out after that there was a 20% tax fee !!I was shocked because now suddenly the room became very expensive !Thanks to Guest Services Manager Georgiana i could cancel the rooms without charge !!  Great !Nice friendly staff and reception.Comfortable rooms and a good breakfast.Exceptional personal service there !Much better then the neighbours ""Holiday Inn Express"" where they make feel you are just a number !!Thanks to Georgiana and Julia and all the others.We will stay here again for long business stay !!",February 2016,4.0,1,Traveled on business,-1,4.0,-1,5.0,4.0,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,niksdad,Can I move in please?,"When my Son Nick told me he would be resident in a Hotel whilst working in London I told him I couldn't think of anything worse. I then went to visit him. Wow..What a great place, I would move in tomorrow. We were greeted by friendly efficient staff, we were then shown our spacious suite. fantastic everything you could want including discreet self catering facilities, Comfy beds, Great selection of channels on the two televisions, classy toiletries. I could go on, however I want to leave room for a mention to the staff, from reception to the staff at the restaurant ( top breakfast by the way) Staybridge have found exactly the right formula for a pleasant stress free stay, but it is the people there looking after you who make it a must stay again Hotel. Congratulations to the G.M. for surrounding himself and his guests with people who obviously love their jobs.#",January 2016,5.0,53,Traveled as a couple,5.0,5.0,-1,5.0,-1,-1
Staybridge Suites London - Stratford City,4.0,4.5,Excellent,4.5,5.0,4.5,Balong79,"great stay, 5 stars service","I had been staying here for almost a Month. I felt like as home. Whenever I had a problem, the Staffs helped me immediately, everything was perfect. I will definitely stay there again if i come to London. Especially thanks to Ms Anelia, you are the best :)",January 2016,5.0,2,Traveled on business,4.0,5.0,-1,5.0,-1,-1
